id,numberofopencreditlinesandloans,numberoftimes90dayslate,numberrealestateloansorlines,numberoftime60_89dayspastduenotworse,numberofdependents,y
1,0.8415305428971653,-0.12074589494607733,4.111330491097907,-0.10562857122122139,0.8757080615096808,0.9999584777959836
9,-0.637708329113442,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
12,0.10191110689186167,0.25519706815156895,0.005251089750933683,0.01999900948455125,0.8757080615096808,0.9999584777959836
18,-0.26789861111079016,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,0.8757080615096808,0.9999584777959836
32,-1.3773277651187457,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,0.04373358603042427,-0.9999584777959836
43,0.2868159658931876,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,0.04373358603042427,0.9999584777959836
60,0.10191110689186167,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,1.7076825369889372,0.9999584777959836
63,-0.4528034701121161,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
71,0.8415305428971653,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,0.8757080615096808,0.9999584777959836
83,-0.26789861111079016,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
118,1.0264354018984911,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,3.37163148794745,-0.9999584777959836
119,0.10191110689186167,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,0.04373358603042427,-0.9999584777959836
121,-0.26789861111079016,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
142,0.4717208248945135,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,-0.7882408894488322,0.9999584777959836
143,-1.0075180471160938,-0.12074589494607733,-0.815964790518461,0.01999900948455125,-0.7882408894488322,0.9999584777959836
144,-0.26789861111079016,0.1298827471190202,-0.815964790518461,0.1456265901903239,0.04373358603042427,0.9999584777959836
177,-1.0075180471160938,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
185,0.4717208248945135,-0.12074589494607733,-0.815964790518461,0.01999900948455125,0.04373358603042427,0.9999584777959836
194,0.10191110689186167,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
212,0.4717208248945135,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,1.7076825369889372,-0.9999584777959836
213,-0.637708329113442,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,0.9999584777959836
217,1.396245119901143,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,0.04373358603042427,-0.9999584777959836
224,-1.0075180471160938,-0.12074589494607733,-0.815964790518461,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
231,-0.637708329113442,-0.12074589494607733,-0.815964790518461,0.01999900948455125,-0.7882408894488322,-0.9999584777959836
232,1.0264354018984911,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,2.5396570124681936,-0.9999584777959836
233,-0.08299375210946425,-0.12074589494607733,0.8264669700203283,-0.10562857122122139,-0.7882408894488322,-0.9999584777959836
262,0.4717208248945135,-0.12074589494607733,0.005251089750933683,-0.10562857122122139,1.7076825369889372,0.9999584777959836
